image_name,original_label,cluster_label
img_000001.png,benign,1
img_000002.png,benign,1
img_000003.png,benign,1
img_000004.png,benign,1
img_000005.png,benign,1
img_000006.png,benign,1
img_000007.png,benign,1
img_000008.png,benign,1
img_000009.png,benign,1
img_000010.png,benign,1
img_000011.png,benign,1
img_000012.png,benign,1
img_000013.png,benign,1
img_000014.png,benign,1
img_000015.png,benign,1
img_000016.png,benign,1
img_000017.png,benign,1
img_000018.png,benign,1
img_000019.png,benign,1
img_000020.png,benign,1
img_000021.png,benign,1
img_000022.png,benign,1
img_000023.png,benign,1
img_000024.png,benign,1
img_000025.png,benign,1
img_000026.png,benign,1
img_000027.png,benign,1
img_000028.png,benign,1
img_000029.png,benign,1
img_000030.png,benign,1
img_000031.png,benign,1
img_000032.png,benign,1
img_000033.png,benign,1
img_000034.png,benign,1
img_000035.png,benign,1
img_000036.png,benign,1
img_000037.png,benign,1
img_000038.png,benign,1
img_000039.png,benign,1
img_000040.png,benign,1
img_000041.png,benign,1
img_000042.png,benign,1
img_000043.png,benign,1
img_000044.png,benign,1
img_000045.png,benign,1
img_000046.png,benign,1
img_000047.png,benign,1
img_000048.png,benign,1
img_000049.png,benign,1
img_000050.png,benign,1
img_000051.png,benign,1
img_000052.png,benign,1
img_000053.png,benign,1
img_000054.png,benign,1
img_000055.png,benign,1
img_000056.png,benign,1
img_000057.png,benign,1
img_000058.png,benign,1
img_000059.png,benign,1
img_000060.png,benign,1
img_000061.png,benign,1
img_000062.png,benign,1
img_000063.png,benign,1
img_000064.png,benign,1
img_000065.png,benign,1
img_000066.png,benign,1
img_000067.png,benign,1
img_000068.png,benign,1
img_000069.png,benign,1
img_000070.png,benign,1
img_000071.png,benign,1
img_000072.png,benign,1
img_000073.png,benign,1
img_000074.png,benign,1
img_000075.png,benign,1
img_000076.png,benign,1
img_000077.png,benign,1
img_000078.png,benign,1
img_000079.png,benign,1
img_000080.png,benign,1
img_000081.png,benign,1
img_000082.png,benign,1
img_000083.png,benign,1
img_000084.png,benign,1
img_000085.png,benign,1
img_000086.png,benign,1
img_000087.png,benign,1
img_000088.png,benign,1
img_000089.png,benign,1
img_000090.png,benign,1
img_000091.png,benign,1
img_000092.png,benign,1
img_000093.png,benign,1
img_000094.png,benign,1
img_000095.png,benign,1
img_000096.png,benign,1
img_000097.png,benign,1
img_000098.png,benign,1
img_000099.png,benign,1
img_000100.png,benign,1
img_000101.png,benign,1
img_000102.png,benign,1
img_000103.png,benign,1
img_000104.png,benign,1
img_000105.png,benign,1
img_000106.png,benign,1
img_000107.png,benign,1
img_000108.png,benign,1
img_000109.png,benign,1
img_000110.png,benign,1
img_000111.png,benign,1
img_000112.png,benign,1
img_000113.png,benign,1
img_000114.png,benign,1
img_000115.png,benign,1
img_000116.png,benign,1
img_000117.png,benign,0
img_000118.png,benign,1
img_000119.png,benign,1
img_000120.png,benign,1
img_000121.png,benign,1
img_000122.png,benign,1
img_000123.png,benign,1
img_000124.png,benign,1
img_000125.png,benign,1
img_000126.png,benign,1
img_000127.png,benign,1
img_000128.png,benign,1
img_000129.png,benign,1
img_000130.png,benign,1
img_000131.png,benign,1
img_000132.png,benign,1
img_000133.png,benign,1
img_000134.png,benign,1
img_000135.png,benign,1
img_000136.png,benign,1
img_000137.png,benign,1
img_000138.png,benign,1
img_000139.png,benign,1
img_000140.png,benign,1
img_000141.png,benign,1
img_000142.png,benign,1
img_000143.png,benign,1
img_000144.png,benign,1
img_000145.png,benign,1
img_000146.png,benign,1
img_000147.png,benign,1
img_000148.png,benign,1
img_000149.png,benign,1
img_000150.png,benign,1
img_000151.png,benign,1
img_000152.png,benign,1
img_000153.png,benign,1
img_000154.png,benign,1
img_000155.png,benign,1
img_000156.png,benign,1
img_000157.png,benign,1
img_000158.png,benign,1
img_000159.png,benign,1
img_000160.png,benign,1
img_000161.png,benign,1
img_000162.png,benign,1
img_000163.png,benign,1
img_000164.png,benign,1
img_000165.png,benign,1
img_000166.png,benign,1
img_000167.png,benign,1
img_000168.png,benign,1
img_000169.png,benign,1
img_000170.png,benign,1
img_000171.png,benign,1
img_000172.png,benign,1
img_000173.png,benign,1
img_000174.png,benign,1
img_000175.png,benign,1
img_000176.png,benign,1
img_000177.png,benign,1
img_000178.png,benign,1
img_000179.png,benign,1
img_000180.png,benign,1
img_000181.png,benign,1
img_000182.png,benign,1
img_000183.png,benign,1
img_000184.png,benign,1
img_000185.png,benign,1
img_000186.png,benign,1
img_000187.png,benign,1
img_000188.png,benign,1
img_000189.png,benign,1
img_000190.png,benign,1
img_000191.png,benign,1
img_000192.png,benign,1
img_000193.png,benign,1
img_000194.png,benign,1
img_000195.png,benign,1
img_000196.png,benign,1
img_000197.png,benign,1
img_000198.png,benign,1
img_000199.png,benign,1
img_000200.png,benign,1
img_000201.png,benign,1
img_000202.png,benign,1
img_000203.png,benign,1
img_000204.png,benign,1
img_000205.png,benign,1
img_000206.png,benign,1
img_000207.png,benign,1
img_000208.png,benign,1
img_000209.png,benign,1
img_000210.png,benign,1
img_000211.png,benign,1
img_000212.png,benign,1
img_000213.png,benign,1
img_000214.png,benign,1
img_000215.png,benign,1
img_000216.png,benign,1
img_000217.png,benign,1
img_000218.png,benign,1
img_000219.png,benign,1
img_000220.png,benign,1
img_000221.png,benign,1
img_000222.png,benign,1
img_000223.png,benign,1
img_000224.png,benign,1
img_000225.png,benign,1
img_000226.png,benign,1
img_000227.png,benign,1
img_000228.png,benign,1
img_000229.png,benign,1
img_000230.png,benign,1
img_000231.png,benign,1
img_000232.png,benign,1
img_000233.png,benign,1
img_000234.png,benign,1
img_000235.png,benign,1
img_000236.png,benign,1
img_000237.png,benign,1
img_000238.png,benign,1
img_000239.png,benign,1
img_000240.png,benign,1
img_000241.png,benign,1
img_000242.png,benign,1
img_000243.png,benign,1
img_000244.png,benign,1
img_000245.png,benign,1
img_000246.png,benign,1
img_000247.png,benign,1
img_000248.png,benign,1
img_000249.png,benign,1
img_000250.png,benign,1
img_000251.png,benign,1
img_000252.png,benign,1
img_000253.png,benign,1
img_000254.png,benign,1
img_000255.png,benign,1
img_000256.png,benign,1
img_000257.png,benign,1
img_000258.png,benign,1
img_000259.png,benign,1
img_000260.png,benign,1
img_000261.png,benign,1
img_000262.png,benign,1
img_000263.png,benign,1
img_000264.png,benign,1
img_000265.png,benign,1
img_000266.png,benign,1
img_000267.png,benign,1
img_000268.png,benign,1
img_000269.png,benign,1
img_000270.png,benign,1
img_000271.png,benign,1
img_000272.png,benign,1
img_000273.png,benign,1
img_000274.png,benign,1
img_000275.png,benign,1
img_000276.png,benign,1
img_000277.png,benign,1
img_000278.png,benign,1
img_000279.png,benign,1
img_000280.png,benign,1
img_000281.png,benign,1
img_000282.png,benign,1
img_000283.png,benign,1
img_000284.png,benign,1
img_000285.png,benign,1
img_000286.png,benign,1
img_000287.png,benign,1
img_000288.png,benign,1
img_000289.png,benign,1
img_000290.png,benign,1
img_000291.png,benign,1
img_000292.png,benign,1
img_000293.png,benign,1
img_000294.png,benign,0
img_000295.png,benign,1
img_000296.png,benign,1
img_000297.png,benign,1
img_000298.png,benign,1
img_000299.png,benign,1
img_000300.png,benign,1
img_000301.png,benign,1
img_000302.png,benign,1
img_000303.png,benign,1
img_000304.png,benign,1
img_000305.png,benign,1
img_000306.png,benign,1
img_000307.png,benign,1
img_000308.png,benign,1
img_000309.png,benign,1
img_000310.png,benign,1
img_000311.png,benign,1
img_000312.png,benign,1
img_000313.png,benign,1
img_000314.png,benign,1
img_000315.png,benign,1
img_000316.png,benign,1
img_000317.png,benign,1
img_000318.png,benign,1
img_000319.png,benign,1
img_000320.png,benign,1
img_000321.png,benign,1
img_000322.png,benign,1
img_000323.png,benign,1
img_000324.png,benign,1
img_000325.png,benign,1
img_000326.png,benign,1
img_000327.png,benign,1
img_000328.png,benign,1
img_000329.png,benign,1
img_000330.png,benign,1
img_000331.png,benign,1
img_000332.png,benign,1
img_000333.png,benign,1
img_000334.png,benign,1
img_000335.png,benign,1
img_000336.png,benign,1
img_000337.png,benign,1
img_000338.png,benign,1
img_000339.png,benign,1
img_000340.png,benign,1
img_000341.png,benign,1
img_000342.png,benign,1
img_000343.png,benign,1
img_000344.png,benign,1
img_000345.png,benign,1
img_000346.png,benign,1
img_000347.png,benign,1
img_000348.png,benign,1
img_000349.png,benign,1
img_000350.png,benign,1
img_000351.png,benign,1
img_000352.png,benign,1
img_000353.png,benign,1
img_000354.png,benign,1
img_000355.png,benign,1
img_000356.png,benign,1
img_000357.png,benign,1
img_000358.png,benign,1
img_000359.png,benign,1
img_000360.png,benign,1
img_000361.png,benign,1
img_000362.png,benign,1
img_000363.png,benign,1
img_000364.png,benign,1
img_000365.png,benign,1
img_000366.png,benign,1
img_000367.png,benign,1
img_000368.png,benign,1
img_000369.png,benign,1
img_000370.png,benign,0
img_000371.png,benign,1
img_000372.png,benign,1
img_000373.png,benign,1
img_000374.png,benign,1
img_000375.png,benign,1
img_000376.png,benign,1
img_000377.png,benign,1
img_000378.png,benign,1
img_000379.png,benign,1
img_000380.png,benign,1
img_000381.png,benign,1
img_000382.png,benign,1
img_000383.png,benign,1
img_000384.png,benign,1
img_000385.png,benign,1
img_000386.png,benign,1
img_000387.png,benign,1
img_000388.png,benign,1
img_000389.png,benign,1
img_000390.png,benign,1
img_000391.png,benign,1
img_000392.png,benign,1
img_000393.png,benign,1
img_000394.png,benign,1
img_000395.png,benign,1
img_000396.png,benign,1
img_000397.png,benign,1
img_000398.png,benign,1
img_000399.png,benign,1
img_000400.png,benign,1
img_000401.png,benign,1
img_000402.png,benign,1
img_000403.png,benign,1
img_000404.png,benign,1
img_000405.png,benign,1
img_000406.png,benign,1
img_000407.png,benign,1
img_000408.png,benign,1
img_000409.png,benign,1
img_000410.png,benign,1
img_000411.png,benign,1
img_000412.png,benign,1
img_000413.png,benign,1
img_000414.png,benign,1
img_000415.png,benign,1
img_000416.png,benign,1
img_000417.png,benign,1
img_000418.png,benign,1
img_000419.png,benign,1
img_000420.png,benign,1
img_000421.png,benign,1
img_000422.png,benign,1
img_000423.png,benign,1
img_000424.png,benign,1
img_000425.png,benign,1
img_000426.png,benign,1
img_000427.png,benign,1
img_000428.png,benign,1
img_000429.png,benign,1
img_000430.png,benign,1
img_000431.png,benign,1
img_000432.png,benign,1
img_000433.png,benign,1
img_000434.png,benign,1
img_000435.png,benign,1
img_000436.png,benign,1
img_000437.png,benign,1
img_000438.png,benign,1
img_000439.png,benign,1
img_000440.png,benign,1
img_000441.png,benign,1
img_000442.png,benign,1
img_000443.png,benign,1
img_000444.png,benign,1
img_000445.png,benign,1
img_000446.png,benign,1
img_000447.png,benign,1
img_000448.png,benign,1
img_000449.png,benign,1
img_000450.png,benign,1
img_000451.png,benign,1
img_000452.png,benign,1
img_000453.png,benign,1
img_000454.png,benign,1
img_000455.png,benign,1
img_000456.png,benign,1
img_000457.png,benign,1
img_000458.png,benign,1
img_000459.png,benign,1
img_000460.png,benign,1
img_000461.png,benign,1
img_000462.png,benign,1
img_000463.png,benign,1
img_000464.png,benign,1
img_000465.png,benign,1
img_000466.png,benign,1
img_000467.png,benign,1
img_000468.png,benign,1
img_000469.png,benign,1
img_000470.png,benign,1
img_000471.png,benign,1
img_000472.png,benign,1
img_000473.png,benign,1
img_000474.png,benign,1
img_000475.png,benign,1
img_000476.png,benign,1
img_000477.png,benign,1
img_000478.png,benign,1
img_000479.png,benign,1
img_000480.png,benign,1
img_000481.png,benign,1
img_000482.png,benign,1
img_000483.png,benign,1
img_000484.png,benign,1
img_000485.png,benign,1
img_000486.png,benign,1
img_000487.png,benign,1
img_000488.png,benign,1
img_000489.png,benign,1
img_000490.png,benign,1
img_000491.png,benign,1
img_000492.png,benign,1
img_000493.png,benign,1
img_000494.png,benign,1
img_000495.png,benign,1
img_000496.png,benign,1
img_000497.png,benign,1
img_000498.png,benign,1
img_000499.png,benign,1
img_000500.png,benign,1
img_000501.png,benign,1
img_000502.png,benign,1
img_000503.png,benign,1
img_000504.png,benign,1
img_000505.png,benign,1
img_000506.png,benign,1
img_000507.png,benign,1
img_000508.png,benign,1
img_000509.png,benign,1
img_000510.png,benign,1
img_000511.png,benign,1
img_000512.png,benign,1
img_000513.png,benign,1
img_000514.png,benign,1
img_000515.png,benign,1
img_000516.png,benign,1
img_000517.png,benign,1
img_000518.png,benign,1
img_000519.png,benign,1
img_000520.png,benign,1
img_000521.png,benign,1
img_000522.png,benign,1
img_000523.png,benign,1
img_000524.png,benign,1
img_000525.png,benign,1
img_000526.png,benign,1
img_000527.png,benign,1
img_000528.png,benign,1
img_000529.png,benign,1
img_000530.png,benign,1
img_000531.png,benign,1
img_000532.png,benign,1
img_000533.png,benign,1
img_000534.png,benign,1
img_000535.png,benign,1
img_000536.png,benign,1
img_000537.png,benign,1
img_000538.png,benign,1
img_000539.png,benign,1
img_000540.png,benign,1
img_000541.png,benign,1
img_000542.png,benign,1
img_000543.png,benign,1
img_000544.png,benign,1
img_000545.png,benign,1
img_000546.png,benign,1
img_000547.png,benign,0
img_000548.png,benign,1
img_000549.png,benign,1
img_000550.png,benign,1
img_000551.png,benign,1
img_000552.png,benign,1
img_000553.png,benign,1
img_000554.png,benign,1
img_000555.png,benign,1
img_000556.png,benign,1
img_000557.png,benign,1
img_000558.png,benign,1
img_000559.png,benign,1
img_000560.png,benign,1
img_000561.png,benign,1
img_000562.png,benign,1
img_000563.png,benign,0
img_000564.png,benign,1
img_000565.png,benign,1
img_000566.png,benign,1
img_000567.png,benign,1
img_000568.png,benign,1
img_000569.png,benign,1
img_000570.png,benign,1
img_000571.png,benign,1
img_000572.png,benign,1
img_000573.png,benign,1
img_000574.png,benign,1
img_000575.png,benign,1
img_000576.png,benign,1
img_000577.png,benign,1
img_000578.png,benign,1
img_000579.png,benign,1
img_000580.png,benign,1
img_000581.png,benign,1
img_000582.png,benign,1
img_000583.png,benign,1
img_000584.png,benign,1
img_000585.png,benign,1
img_000586.png,benign,1
img_000587.png,benign,1
img_000588.png,benign,1
img_000589.png,benign,1
img_000590.png,benign,1
img_000591.png,benign,1
img_000592.png,benign,1
img_000593.png,benign,1
img_000594.png,benign,1
img_000595.png,benign,1
img_000596.png,benign,1
img_000597.png,benign,1
img_000598.png,benign,1
img_000599.png,benign,1
img_000600.png,benign,1
img_000601.png,benign,1
img_000602.png,benign,1
img_000603.png,benign,1
img_000604.png,benign,1
img_000605.png,benign,1
img_000606.png,benign,1
img_000607.png,benign,1
img_000608.png,benign,1
img_000609.png,benign,1
img_000610.png,benign,1
img_000611.png,benign,1
img_000612.png,benign,1
img_000613.png,benign,1
img_000614.png,benign,1
img_000615.png,benign,1
img_000616.png,benign,1
img_000617.png,benign,1
img_000618.png,benign,1
img_000619.png,benign,1
img_000620.png,benign,1
img_000621.png,benign,1
img_000622.png,benign,1
img_000623.png,benign,1
img_000624.png,benign,1
img_000625.png,benign,1
img_000626.png,benign,1
img_000627.png,benign,1
img_000628.png,benign,1
img_000629.png,benign,1
img_000630.png,benign,1
img_000631.png,benign,1
img_000632.png,benign,1
